user,channel,message,timestamp
human_tetris,healthygamer_gg ,@Domwindu Kappa,2021-07-16 15:22:37
distilledhoney,healthygamer_gg ,Jebaited,2021-07-16 15:22:37
fogwarrior,healthygamer_gg ,Jebaited,2021-07-16 15:22:38
explxrer,healthygamer_gg ,Jebaited,2021-07-16 15:22:38
the_meka_ultra,healthygamer_gg ,Jebaited got me,2021-07-16 15:22:38
janneq216,healthygamer_gg ,Jebaited,2021-07-16 15:22:38
navi0us,healthygamer_gg ,😠,2021-07-16 15:22:38
marz26,healthygamer_gg ,Jebaited,2021-07-16 15:22:38
freedomsock,healthygamer_gg ,What happened I didn't see none of them touching anything LULW,2021-07-16 15:22:38
takordas,healthygamer_gg ,Sadge,2021-07-16 15:22:39
4circ,healthygamer_gg ,Jebaited let's goooooooo,2021-07-16 15:22:39
schiffersgaming,healthygamer_gg ,DON'T GET BAITED,2021-07-16 15:22:39
witexdan,healthygamer_gg ,Jebaited,2021-07-16 15:22:39
fahd_khan,healthygamer_gg ,Jebaited,2021-07-16 15:22:39
jkspice420,healthygamer_gg ,Jebaited,2021-07-16 15:22:40
beantherapy,healthygamer_gg ,Jebaited,2021-07-16 15:22:40
angl_uwu,healthygamer_gg ,Jebaited,2021-07-16 15:22:40
n0twei,healthygamer_gg ,@Domwindu,2021-07-16 15:22:40
geistnine,healthygamer_gg ,Jebaited oof,2021-07-16 15:22:40
87__david,healthygamer_gg ,@Domwindu <3 <3 <3,2021-07-16 15:22:41
untilearsbleed,healthygamer_gg ,jebaited,2021-07-16 15:22:41
massivelegendd,healthygamer_gg ,again,2021-07-16 15:22:41
otimobita,healthygamer_gg ,@Domwindu,2021-07-16 15:22:41
tech_teller,healthygamer_gg ,Jebaited I checked,2021-07-16 15:22:42
zincqk,healthygamer_gg :@Domwindu whisper me the link ,),2021-07-16 15:22:42
generalspankme,healthygamer_gg ,@Domwindu  AYO,2021-07-16 15:22:42
t1ltddrag0n,healthygamer_gg ,@Domwindu Jebaited,2021-07-16 15:22:43
tiltproofnchill,healthygamer_gg ,Show it on stream,2021-07-16 15:22:43
maichats,healthygamer_gg ,<3 <3 <3 <3,2021-07-16 15:22:43
lmdoubleg,healthygamer_gg ,👍 Pog 👍,2021-07-16 15:22:43
zeromugen,healthygamer_gg ,masta windu,2021-07-16 15:22:44
funguy_96,healthygamer_gg ,Jebaited,2021-07-16 15:22:44
egohaze,healthygamer_gg ,Pog name,2021-07-16 15:22:45
general_pickleton,healthygamer_gg ,Jebaited Clap,2021-07-16 15:22:46
socrateasetv,healthygamer_gg ,@Domwindu Mace Windu is GOAT,2021-07-16 15:22:46
nobitacry,healthygamer_gg ,Crash the website down lads,2021-07-16 15:22:46
zenith_,healthygamer_gg ,FeelsStrongMan I checked,2021-07-16 15:22:46
kwesiquest,healthygamer_gg ,Jebaited,2021-07-16 15:22:46
trini0n,healthygamer_gg ,Mace Windu Pog,2021-07-16 15:22:46
captainazou,healthygamer_gg ,<3 <3 <3 <3,2021-07-16 15:22:46
gecklord,healthygamer_gg ,Jebaited,2021-07-16 15:22:47
zappbdot,healthygamer_gg ,<3,2021-07-16 15:22:47
maazegm,healthygamer_gg ,<3,2021-07-16 15:22:47
banzaibustanuts,healthygamer_gg ,@Domwindu,2021-07-16 15:22:48
kry_before_sleep,healthygamer_gg ,Jebaited,2021-07-16 15:22:49
woollychu,healthygamer_gg ,i actually checked Sadge,2021-07-16 15:22:49
tshlrt,healthygamer_gg ,<3 <3 <3 <3,2021-07-16 15:22:49
mahiel3,healthygamer_gg ,<3,2021-07-16 15:22:49
scopiox,healthygamer_gg ,Jebaited discord noti,2021-07-16 15:22:50
lawlyte,healthygamer_gg ,<3,2021-07-16 15:22:50
anduril_1,healthygamer_gg ,jebaited,2021-07-16 15:22:51
fading_sleep,healthygamer_gg ,<3,2021-07-16 15:22:51
smorc11,healthygamer_gg ,<3,2021-07-16 15:22:51
antiliani,healthygamer_gg :,),2021-07-16 15:22:52
valeera_kreygasm,healthygamer_gg ,<3,2021-07-16 15:22:52
replaykay,healthygamer_gg ,Clap <3,2021-07-16 15:22:52
oiotw,healthygamer_gg ,always on dnd B),2021-07-16 15:22:52
explxrer,healthygamer_gg :,),2021-07-16 15:22:52
niccke,healthygamer_gg ,<3,2021-07-16 15:22:52
lukassasf,healthygamer_gg ,thanks for coming today,2021-07-16 15:22:53
azrl3l,healthygamer_gg ,discord ping Jebaited,2021-07-16 15:22:53
floorkiler,healthygamer_gg ,@Domwindu FeelsOkayMan sup man,2021-07-16 15:22:53
airwhiff,healthygamer_gg ,<3,2021-07-16 15:22:53
error_40420,healthygamer_gg :,),2021-07-16 15:22:53
juniverse1,healthygamer_gg ,LUL,2021-07-16 15:22:53
impeakabu,healthygamer_gg ,<3 <3,2021-07-16 15:22:53
buttbag__,healthygamer_gg ,<3,2021-07-16 15:22:53
klitkommanda,healthygamer_gg ,POGGERS GG DOM,2021-07-16 15:22:54
kaige18,healthygamer_gg ,SeemsGood SeemsGood,2021-07-16 15:22:54
pogchamp_is_whack30303030,healthygamer_gg :post the link @HealthyGamer_GG i wanna read ,),2021-07-16 15:22:54
zzzbri,healthygamer_gg ,<3,2021-07-16 15:22:54
theteensycat,healthygamer_gg ,HYPERS,2021-07-16 15:22:54
meruromu,healthygamer_gg ,<3,2021-07-16 15:22:55
liljaqt4,healthygamer_gg ,<3,2021-07-16 15:22:55
thorongil___,healthygamer_gg ,<3,2021-07-16 15:22:55
obeylix_,healthygamer_gg ,<3 <3 <3,2021-07-16 15:22:55
ghostchili,healthygamer_gg ,I keep checking my own discord LUL,2021-07-16 15:22:55
thecupcakehero,healthygamer_gg ,<3,2021-07-16 15:22:56
wasaki101,healthygamer_gg ,awesome name,2021-07-16 15:22:56
fahd_khan,healthygamer_gg ,<3 FeelsStrongMan <3 FeelsStrongMan <3 FeelsStrongMan,2021-07-16 15:22:56
tamamocha,healthygamer_gg ,<3 <3 <3 <3 <3 <3 <3,2021-07-16 15:22:56
untilearsbleed,healthygamer_gg ,<3,2021-07-16 15:22:57
cuspeli,healthygamer_gg ,<3,2021-07-16 15:22:57
hamoodfps,healthygamer_gg ,<3,2021-07-16 15:22:57
kolibieri,healthygamer_gg ,<3,2021-07-16 15:22:57
zetaku1,healthygamer_gg ,<3,2021-07-16 15:22:57
gracedidntwakeup,healthygamer_gg ,<3,2021-07-16 15:22:57
general_pickleton,healthygamer_gg :,),2021-07-16 15:22:57
marz26,healthygamer_gg ,thank you POGGERS,2021-07-16 15:22:57
captainazou,healthygamer_gg ,<3,2021-07-16 15:22:57
interloooper,healthygamer_gg ,<3 <3,2021-07-16 15:22:57
angl_uwu,healthygamer_gg ,<3,2021-07-16 15:22:58
crxssrxads_,healthygamer_gg ,<3,2021-07-16 15:22:58
sparks459,healthygamer_gg ,<3,2021-07-16 15:22:58
4circ,healthygamer_gg ,i'm still checking LULW,2021-07-16 15:22:58
xenrezzz,healthygamer_gg ,<3,2021-07-16 15:22:58
elcowolf,healthygamer_gg ,<3,2021-07-16 15:22:58
geistnine,healthygamer_gg ,drhgHeart,2021-07-16 15:22:58
louii__,healthygamer_gg ,Pog,2021-07-16 15:22:58
tarannon,healthygamer_gg ,"@kwesiquest thank you. I pre-ordered, looking forward to it a lot",2021-07-16 15:22:59
d3nbg,healthygamer_gg ,<3,2021-07-16 15:22:59
dsxd69,healthygamer_gg ,<3,2021-07-16 15:22:59
mahiel3,healthygamer_gg ,Ty dude <3,2021-07-16 15:22:59
moderatedman,healthygamer_gg ,@Domwindu BECOME A STREAMER Pog,2021-07-16 15:22:59
yungcodegod,healthygamer_gg ,@saxena_parth which city you from? im from bangalore,2021-07-16 15:23:00
fogwarrior,healthygamer_gg ,no msg Sadge,2021-07-16 15:23:01
janneq216,healthygamer_gg ,widepeepoHappy,2021-07-16 15:23:01
maichats,healthygamer_gg ,<3 <3 <3 <3 <3 <3 <3,2021-07-16 15:23:01
sili_dnb,healthygamer_gg ,<3,2021-07-16 15:23:01
muffinman_720,healthygamer_gg ,<3 FeelsOkayMan,2021-07-16 15:23:02
playernoname,healthygamer_gg ,<3 <3 <3 3<,2021-07-16 15:23:02
modxta23,healthygamer_gg ,@Domwindu FeelsOkayMan,2021-07-16 15:23:02
maazegm,healthygamer_gg ,<3 <3,2021-07-16 15:23:02
frostnetz,healthygamer_gg ,when you de only one that posts links,2021-07-16 15:23:02
dankelis,healthygamer_gg ,@Domwindu PogYou,2021-07-16 15:23:03
blandly07,healthygamer_gg ,<3,2021-07-16 15:23:03
azrl3l,healthygamer_gg ,<3 <3 <3 <3,2021-07-16 15:23:04
shado_wisper,healthygamer_gg ,TwitchUnity TwitchUnity TwitchUnity TwitchUnity TwitchUnity,2021-07-16 15:23:04
greenrock26,healthygamer_gg ,@domwindu <3 <3 <3 <3,2021-07-16 15:23:04
thats_amawraye,healthygamer_gg ,<3 <3 <3,2021-07-16 15:23:04
creepyweeper,healthygamer_gg ,"good luck man, we believe in you",2021-07-16 15:23:05
rambunctious_x,healthygamer_gg ,<3,2021-07-16 15:23:05
realgilison,healthygamer_gg ,drhgHeart,2021-07-16 15:23:05
liljaqt4,healthygamer_gg ,<3 <3,2021-07-16 15:23:06
livetalk_p,healthygamer_gg ,<3,2021-07-16 15:23:06
plaguerist,healthygamer_gg ,@Domwindu gloryPog,2021-07-16 15:23:06
captain_mushu,healthygamer_gg ,"@Domwindu thanks for joining the steam, awesome stream today",2021-07-16 15:23:07
marz26,healthygamer_gg ,<3,2021-07-16 15:23:08
icyryno,healthygamer_gg ,@kayla_jolie I don't think I get it lol,2021-07-16 15:23:08
saxena_parth,healthygamer_gg ,AHMEDABAD,2021-07-16 15:23:08
haize_uwu,healthygamer_gg ,<3,2021-07-16 15:23:08
elliesunflower,healthygamer_gg ,<3 <3 <3,2021-07-16 15:23:09
oronano,healthygamer_gg ,wheres the link AOOOOE,2021-07-16 15:23:09
wasaki101,healthygamer_gg ,<3,2021-07-16 15:23:10
ilovenuggets,healthygamer_gg ,<3,2021-07-16 15:23:10
l_charles_l,healthygamer_gg ,<3,2021-07-16 15:23:10
thejproshow,healthygamer_gg ,Ive learned alot from your story Dom! Thank you for sharing!,2021-07-16 15:23:10
niccke,healthygamer_gg ,<3 <3 <3 <3 <3 <3 <3,2021-07-16 15:23:10
fahd_khan,healthygamer_gg :Me ,),2021-07-16 15:23:11
tewdis,healthygamer_gg :dude its me ,D,2021-07-16 15:23:11
theteensycat,healthygamer_gg ,YEP,2021-07-16 15:23:12
generalspankme,healthygamer_gg ,!GUIDE,2021-07-16 15:23:12
bigbrainplays7,healthygamer_gg ,<3 <3 <3,2021-07-16 15:23:12
streamelements,"healthygamer_gg :Pre-order Dr. K's Guide to Mental Health! 3 in-depth guides to navigating Anxiety, Depression, and Meditation. Pre-order now: https",//bit.ly/3bqNMfr,2021-07-16 15:23:12
caliswazzle,healthygamer_gg ,<3,2021-07-16 15:23:12
maazegm,healthygamer_gg ,<3,2021-07-16 15:23:13
infeztedlol,healthygamer_gg ,<3,2021-07-16 15:23:14
quinndt,healthygamer_gg ,<3,2021-07-16 15:23:14
hatecrewftr,healthygamer_gg ,ME,2021-07-16 15:23:14
klitkommanda,healthygamer_gg ,Yes <3,2021-07-16 15:23:15
jackjoejacket,healthygamer_gg ,Yah I learned a lot,2021-07-16 15:23:15
jf153,healthygamer_gg ,<3,2021-07-16 15:23:15
juniverse1,healthygamer_gg ,<3 <3 <3,2021-07-16 15:23:15
stigjo,healthygamer_gg ,EZ chad,2021-07-16 15:23:16
goofballguiness,healthygamer_gg ,YEP,2021-07-16 15:23:17
scopiox,healthygamer_gg ,GIGA CHAD <3,2021-07-16 15:23:17
daavixd,healthygamer_gg ,EZ,2021-07-16 15:23:17
highflyer108,healthygamer_gg ,KEKW,2021-07-16 15:23:17
replaykay,healthygamer_gg ,2chad4me,2021-07-16 15:23:17
vnubs,healthygamer_gg ,drhgHeart drhgHeart drhgHeart,2021-07-16 15:23:17
general_pickleton,healthygamer_gg ,EZ,2021-07-16 15:23:17
mentalnacho,healthygamer_gg ,<3,2021-07-16 15:23:17
jkspice420,healthygamer_gg ,he like me fr fr,2021-07-16 15:23:18
ozz14,healthygamer_gg ,take care man hmu if you wanna play vermintide Discord - Chozz,2021-07-16 15:23:18
vi_neuro,healthygamer_gg ,<3,2021-07-16 15:23:18
tray_56,healthygamer_gg ,@Domwindu Pog EZ Clap,2021-07-16 15:23:18
suhweetcloudsoffluff,healthygamer_gg ,bnanaHug fenceHug bnanaLove fenceLove ratirlLove,2021-07-16 15:23:18
arakin000,healthygamer_gg ,<3,2021-07-16 15:23:19
asapoqlo,healthygamer_gg ,streams are so emotional to me  <3,2021-07-16 15:23:19
danieldraper1,healthygamer_gg ,<3 <3 <3,2021-07-16 15:23:19
4circ,healthygamer_gg ,dom EZ,2021-07-16 15:23:19
redone98,healthygamer_gg ,<3,2021-07-16 15:23:20
yaptheflipmasta,healthygamer_gg ,<3,2021-07-16 15:23:20
kry_before_sleep,healthygamer_gg ,<3,2021-07-16 15:23:20
kramzereturns,healthygamer_gg ,Chad-touched LULW,2021-07-16 15:23:20
pogchamp_is_whack30303030,healthygamer_gg ,HE 6'1 im 4'2 Pog,2021-07-16 15:23:20
fahd_khan,healthygamer_gg :He's kinda like me ,),2021-07-16 15:23:22
zincqk,healthygamer_gg :I'll never be so chad ,(,2021-07-16 15:23:22
marz26,healthygamer_gg ,GIGACHAD DOm EZ,2021-07-16 15:23:23
wisdomiwnl,healthygamer_gg ,<3,2021-07-16 15:23:23
spiritsmaker,healthygamer_gg ,@domwindu <3 <3 <3 <3 <3,2021-07-16 15:23:23
gabrielurena_,healthygamer_gg ,Dom sounds like a giga chad in my book,2021-07-16 15:23:23
buttbag__,healthygamer_gg :me ,),2021-07-16 15:23:23
egohaze,healthygamer_gg ,@domwindu good stuff bro <3,2021-07-16 15:23:23
thecupcakehero,healthygamer_gg ,chad touched - love that LUL,2021-07-16 15:23:23
freeznips,healthygamer_gg ,i folded my laundry while listening to this,2021-07-16 15:23:25
jeikeirei,healthygamer_gg ,<3 <3 <3 <3 <3 <3,2021-07-16 15:23:25
postrockdad,healthygamer_gg :I'm a middle aged woman and this guy sounds just like me. ,),2021-07-16 15:23:25
hatecrewftr,healthygamer_gg ,<3,2021-07-16 15:23:25
rexy96_,healthygamer_gg ,All love Dom <3,2021-07-16 15:23:27
modxta23,healthygamer_gg ,@Domwindu what a chad EZ Clap,2021-07-16 15:23:27
t1ltddrag0n,healthygamer_gg ,Sadge not chat touched,2021-07-16 15:23:28
satusshani,healthygamer_gg ,SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood,2021-07-16 15:23:28
haveyoutriedducktape,healthygamer_gg ,too Chad for me Sadge,2021-07-16 15:23:31
warframeatlas,healthygamer_gg ,"If you ask the guy in the mirror who he is, be polite and answer his question too",2021-07-16 15:23:32
minivanvsvs,healthygamer_gg ,@Domwindu ME <3,2021-07-16 15:23:33
mahiel3,healthygamer_gg ,Pog,2021-07-16 15:23:35
vickvon,healthygamer_gg ,hes a male version of me lmao,2021-07-16 15:23:35
cloi2x,healthygamer_gg ,!uptime,2021-07-16 15:23:38
streamelements,healthygamer_gg ,"@cloi2x, healthygamer_gg has been streaming for  2 hours 22 mins",2021-07-16 15:23:38
sparks459,healthygamer_gg ,Pog,2021-07-16 15:23:39
2ezpzpzpz,healthygamer_gg ,<3 <3,2021-07-16 15:23:39
konkerinjo,healthygamer_gg ,<3 Thank you Dom,2021-07-16 15:23:39
zenith_,healthygamer_gg ,Pog,2021-07-16 15:23:41
creepyweeper,healthygamer_gg ,homework,2021-07-16 15:23:41
angl_uwu,healthygamer_gg ,<3,2021-07-16 15:23:42
bigboiboberts,healthygamer_gg ,Thanks for being here Dom! Meant a lot to me.,2021-07-16 15:23:42
error_40420,healthygamer_gg ,monkaW homework,2021-07-16 15:23:43
distilledhoney,healthygamer_gg ,write it in your blog Pog,2021-07-16 15:23:43
lmdoubleg,healthygamer_gg ,Where's the link GUYS? modCheck,2021-07-16 15:23:43
osterholz,healthygamer_gg ,where is my phone?,2021-07-16 15:23:43
brashinga,healthygamer_gg ,link to blog?,2021-07-16 15:23:43
dcyxp,healthygamer_gg ,accountability Pog,2021-07-16 15:23:44
scopiox,healthygamer_gg ,Pog new story beginsss.....,2021-07-16 15:23:44
yhnu4,healthygamer_gg ,Pog,2021-07-16 15:23:45
rifftraxsupporter,healthygamer_gg ,<3,2021-07-16 15:23:45
superdarkvoiid,healthygamer_gg ,giga,2021-07-16 15:23:45
mahiel3,healthygamer_gg ,comeback Pog,2021-07-16 15:23:46
loern,healthygamer_gg ,DansGame homework,2021-07-16 15:23:49
acheron1234,healthygamer_gg ,he the chad version of us,2021-07-16 15:23:50
oiotw,healthygamer_gg ,<3,2021-07-16 15:23:51
kappaspammer9000,healthygamer_gg ,PART 2 Pog,2021-07-16 15:23:51
zootster1976,healthygamer_gg ,Its all about the ACTION,2021-07-16 15:23:51
jdaywolf,healthygamer_gg ,QUEST Pog,2021-07-16 15:23:51
singlebowl,healthygamer_gg :oh no homework D,,2021-07-16 15:23:51
goofballguiness,healthygamer_gg ,Pog,2021-07-16 15:23:51
kry_before_sleep,healthygamer_gg ,Pog,2021-07-16 15:23:52
kwesiquest,healthygamer_gg ,link modCheck,2021-07-16 15:23:52
pogchamp_is_whack30303030,healthygamer_gg ,THE MIRROR OF ERISED monkaW,2021-07-16 15:23:53
t1ltddrag0n,healthygamer_gg :@Domwindu Can you play jojo on bass for stream pls ,),2021-07-16 15:23:53
aquacat_,healthygamer_gg ,I'm learning guitar! you can do it VirtualHug VirtualHug VirtualHug VirtualHug,2021-07-16 15:23:54
louii__,healthygamer_gg ,Pog,2021-07-16 15:23:57
newdream_09,healthygamer_gg ,comeback arc,2021-07-16 15:23:58
jackjoejacket,healthygamer_gg ,Yah come back,2021-07-16 15:23:58
zappbdot,healthygamer_gg ,oh oh..,2021-07-16 15:23:58
xoncide,healthygamer_gg ,<3,2021-07-16 15:23:58
onionkitten,healthygamer_gg ,where's the link to blog? sorry,2021-07-16 15:23:59
fahd_khan,healthygamer_gg ,We believe FeelsStrongMan,2021-07-16 15:24:00
4circ,healthygamer_gg ,monkaW can he do it,2021-07-16 15:24:00
natkl,healthygamer_gg ,monkaW,2021-07-16 15:24:00
fireballtheferret,healthygamer_gg ,link?,2021-07-16 15:24:00
yhnu4,healthygamer_gg ,Pog PART 2,2021-07-16 15:24:01
ttzgdhxw,healthygamer_gg ,"learn a scale, easy enough!",2021-07-16 15:24:01
tshlrt,healthygamer_gg ,responsibility monkaW,2021-07-16 15:24:01
tiltproofnchill,healthygamer_gg ,Rooting for you Dom FeelsSnowyMan,2021-07-16 15:24:01
azrl3l,healthygamer_gg ,wyuLove wyuLove wyuLove,2021-07-16 15:24:01
netriel87,healthygamer_gg ,<3 <3 <3 <3 <3,2021-07-16 15:24:01
littlebug_2678,healthygamer_gg ,@WarframeAtlas I love that sum up,2021-07-16 15:24:01
steviebuceemi,healthygamer_gg ,monkaW,2021-07-16 15:24:02
rebel17tv,healthygamer_gg ,he can do it <3,2021-07-16 15:24:02
aero_n_zero,healthygamer_gg ,Homework it is,2021-07-16 15:24:03
jorj42069,healthygamer_gg ,homework monkaW,2021-07-16 15:24:04
klussic,healthygamer_gg ,what's link fam,2021-07-16 15:24:05
idodgetwitchbans,healthygamer_gg ,MrDestructoid,2021-07-16 15:24:05
replaykay,healthygamer_gg ,I BELIEVE,2021-07-16 15:24:05
crashoverridereboot,healthygamer_gg ,"i was like ""wtf is playing base"" and I see his bass in the background",2021-07-16 15:24:07
lawlyte,healthygamer_gg ,@vickvon you're a female giga chad? Pog,2021-07-16 15:24:07
geauxtama,healthygamer_gg ,DON'T LET ME DOWN!! 😉,2021-07-16 15:24:07
silkman69,healthygamer_gg ,do it for us dom,2021-07-16 15:24:07
vi_neuro,healthygamer_gg ,HARD MODE QUEST monkaW,2021-07-16 15:24:08
kingkrishlive,healthygamer_gg ,@onionkitten patience KEKW,2021-07-16 15:24:08
lmdoubleg,healthygamer_gg ,Where's the link GUYS?? modCheck,2021-07-16 15:24:08
zappbdot,healthygamer_gg ,lol,2021-07-16 15:24:08
skyrainbowsnow,healthygamer_gg ,I relate to him in some ways,2021-07-16 15:24:08
jackjoejacket,healthygamer_gg ,Yah a part 2 pls,2021-07-16 15:24:09
the_meka_ultra,healthygamer_gg ,you fkn got this @Domwindu xqcS,2021-07-16 15:24:09
jjvantheman,healthygamer_gg ,wheres the missing link?,2021-07-16 15:24:09
xoncide,healthygamer_gg ,<3 <3 <3 <3 <3,2021-07-16 15:24:10
approximate_realities,healthygamer_gg ,<3,2021-07-16 15:24:10
scopiox,healthygamer_gg ,I BELIEVE !!,2021-07-16 15:24:10
lilsmokeytv,healthygamer_gg ,Pog,2021-07-16 15:24:10
yhnu4,healthygamer_gg ,monkaW,2021-07-16 15:24:11
plaguerist,healthygamer_gg ,NODDERS,2021-07-16 15:24:13
senibaj,healthygamer_gg :domwindu pt2, bassist boogaloo,2021-07-16 15:24:13
floorkiler,healthygamer_gg ,EZ make an example mr chad,2021-07-16 15:24:13
aabbytries,healthygamer_gg ,pog,2021-07-16 15:24:14
gracedidntwakeup,healthygamer_gg ,WERE IN THIS TOGETHER,2021-07-16 15:24:14
freedomsock,healthygamer_gg ,NODDERS,2021-07-16 15:24:15
jerti_,healthygamer_gg ,whre is the link? modCheck,2021-07-16 15:24:15
pogchamp_is_whack30303030,healthygamer_gg ,monkaW NOT HOMEWORK,2021-07-16 15:24:15
explxrer,healthygamer_gg ,monkaW responsibility,2021-07-16 15:24:16
modxta23,healthygamer_gg ,DOUBTERS OUT FeelsOkayMan,2021-07-16 15:24:16
joneil_,healthygamer_gg ,<3 <3 <3 <3 <3,2021-07-16 15:24:16
replaykay,healthygamer_gg ,YOU GOT THIS DOM,2021-07-16 15:24:16
wizz4e,"healthygamer_gg :haha, conditioning him ",D,2021-07-16 15:24:17
singlebowl,healthygamer_gg ,LETS GO,2021-07-16 15:24:17
sauphyle,healthygamer_gg ,Link?,2021-07-16 15:24:17
error_40420,healthygamer_gg ,EZ Clap,2021-07-16 15:24:18
grimraust,healthygamer_gg ,<3 <3 <3 <3 <3 <3,2021-07-16 15:24:18
mimicato,healthygamer_gg ,<3 <3 <3 <3 <3 <3 <3 <3 <3 <3,2021-07-16 15:24:19
loern,healthygamer_gg ,Prove then wrong EZ Clap,2021-07-16 15:24:19
xcdnor,healthygamer_gg ,PepoG oh man tough homework monkaW,2021-07-16 15:24:19
booker_dewitt,healthygamer_gg ,EZ,2021-07-16 15:24:19
bixitricks,healthygamer_gg ,drhgAOE2 drhgAOE2 drhgAOE2 drhgAOE2,2021-07-16 15:24:19
hizao91,healthygamer_gg ,lets go bro <3,2021-07-16 15:24:20
distortronix,healthygamer_gg ,day by day,2021-07-16 15:24:20
tingtwl,healthygamer_gg ,ambasaddor?,2021-07-16 15:24:21
kachemusic,healthygamer_gg ,i wanna see the results,2021-07-16 15:24:22
crxssrxads_,healthygamer_gg ,do eeet,2021-07-16 15:24:22
frostnetz,healthygamer_gg ,NODDERS,2021-07-16 15:24:22
tamamocha,healthygamer_gg ,BELIEVE ITT!,2021-07-16 15:24:22
hubeyeye,healthygamer_gg ,BECOME GIGACHAD QUEST EZ,2021-07-16 15:24:22
4circ,healthygamer_gg ,monkaW high difficulty quest,2021-07-16 15:24:23
zetaku1,healthygamer_gg ,EZ,2021-07-16 15:24:23
1bulletjack,healthygamer_gg ,how old is he?,2021-07-16 15:24:23
vanitum,healthygamer_gg ,making him look even more like the chosen one,2021-07-16 15:24:24
redone98,healthygamer_gg ,<3 <3 <3 <3,2021-07-16 15:24:25
fragiletostadas,healthygamer_gg ,BELIEVERS EZ,2021-07-16 15:24:25
maxinemaxinemax,healthygamer_gg ,You're Our NARUTO NOW dude,2021-07-16 15:24:26
crf230f,healthygamer_gg ,good luck too you man,2021-07-16 15:24:27
skyrainbowsnow,healthygamer_gg ,is this a challenge? LUL,2021-07-16 15:24:28
icyryno,healthygamer_gg ,YOU GOT THIS hasL hasL hasL,2021-07-16 15:24:28
creepyweeper,healthygamer_gg ,"thing is even if you fail, we'll still be here rooting for you",2021-07-16 15:24:28
sirhiccup,healthygamer_gg ,im invested,2021-07-16 15:24:28
eoz_rl,healthygamer_gg :@domwindu you can do it ,) <3,2021-07-16 15:24:28
pogchamp_is_whack30303030,healthygamer_gg :TRUE ,),2021-07-16 15:24:29
daavixd,healthygamer_gg ,<3,2021-07-16 15:24:30
aabbytries,healthygamer_gg ,<3,2021-07-16 15:24:30
klitkommanda,healthygamer_gg ,"@Domwindu Truly, you don't even know it but we shared a lot of problems growing up so your appearance helped me find my way too <3",2021-07-16 15:24:30
goofballguiness,healthygamer_gg ,LET'S GO DOM,2021-07-16 15:24:30
wisdomiwnl,healthygamer_gg ,you got this BELIEVERS,2021-07-16 15:24:31
zenith_,healthygamer_gg ,<3,2021-07-16 15:24:31
thats_amawraye,healthygamer_gg ,"dr k bein all inspring, loving it",2021-07-16 15:24:32
russianarmedbear,healthygamer_gg ,WE BELIEVE DOM!,2021-07-16 15:24:33
shelthome,healthygamer_gg :That was what he said when he got the base! ,D,2021-07-16 15:24:33
dethrey,healthygamer_gg ,<3,2021-07-16 15:24:33
shmutv,healthygamer_gg ,I couldn't relate more,2021-07-16 15:24:33
replaykay,healthygamer_gg ,I'm SO invested now,2021-07-16 15:24:33
syrensmh,healthygamer_gg ,<3,2021-07-16 15:24:34
emperorsp6,healthygamer_gg ,GIGACHAD,2021-07-16 15:24:35
mahiel3,healthygamer_gg ,i believe in you chad EZ <3,2021-07-16 15:24:35
abvval,healthygamer_gg ,WE CHEERING FOR YOU DUDE <3,2021-07-16 15:24:35
thecookiestcookie,healthygamer_gg ,we're invested,2021-07-16 15:24:36
massivelegendd,healthygamer_gg ,gl gl,2021-07-16 15:24:36
sanityark,healthygamer_gg ,<3,2021-07-16 15:24:36
hydraxia,healthygamer_gg ,<3,2021-07-16 15:24:36
floorkiler,healthygamer_gg ,NODDERS we are,2021-07-16 15:24:36
brosko_kz,healthygamer_gg ,<3,2021-07-16 15:24:37
modxta23,healthygamer_gg ,BELIEVERS EZ Clap,2021-07-16 15:24:38
wijonas29,healthygamer_gg ,Spot us,2021-07-16 15:24:38
fragiletostadas,healthygamer_gg ,BELIEVERS IN EZ,2021-07-16 15:24:38
podmeister,healthygamer_gg ,PogChamp,2021-07-16 15:24:38
distilledhoney,healthygamer_gg ,I invested 2k EZ Clap,2021-07-16 15:24:38
swolemarsh,healthygamer_gg ,stonks,2021-07-16 15:24:38
dontbanmeccnc,healthygamer_gg ,THIS GUY SOUNDS LIKE OBAMA,2021-07-16 15:24:38
pogchamp_is_whack30303030,healthygamer_gg ,"we want the best for our fellow humans, brother. <3",2021-07-16 15:24:39
kwesiquest,healthygamer_gg ,quest hard mode monkaW,2021-07-16 15:24:39
freundsigmund,healthygamer_gg ,he needs the anime story LUL,2021-07-16 15:24:39
niccke,healthygamer_gg ,<3,2021-07-16 15:24:40
egohaze,healthygamer_gg ,EZ,2021-07-16 15:24:40
moderatedman,healthygamer_gg ,LETS FUCKING GOOOOOOOO,2021-07-16 15:24:40
dattyoh,healthygamer_gg ,Dom seems like a good man (Y),2021-07-16 15:24:40
brunix126,healthygamer_gg ,INVEST IN $DOM EZ,2021-07-16 15:24:40
yeeeyang,healthygamer_gg ,Dharma!,2021-07-16 15:24:41
oiotw,healthygamer_gg ,im 100% invested 📈,2021-07-16 15:24:41
zenith_,healthygamer_gg ,You got this man EZ Clap,2021-07-16 15:24:42
4circ,healthygamer_gg ,📈 INVEST,2021-07-16 15:24:42
